,incorrect_image_paths,correct_image_paths,correct_identified_image_indicies,incorrect_image_indicies
342,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000313.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000313.jpg,212,308
343,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_30081_m_3008143_ne_17_060_20191119_000059.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\nj_60cm_2019_39075_m_3907515_ne_18_060_20190726_000059.jpg,653,73
344,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000338.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000338.jpg,217,318
345,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000312.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000312.jpg,211,864
346,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000166.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000166.jpg,185,53
347,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000364.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000364.jpg,223,765
348,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\pa_60cm_2019_39075_m_3907508_nw_18_060_20191015_000178.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907508_nw_18_060_20191015_000185.jpg,1322,590
349,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000385.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000385.jpg,226,293
350,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\pa_60cm_2019_39075_m_3907508_nw_18_060_20191015_000181.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907508_nw_18_060_20191015_000188.jpg,1324,716
351,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000242.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000242.jpg,195,46
352,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\ca_60cm_2018_38122_m_3812262_se_10_060_20180723_000267.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907513_nw_18_060_20191019_000278.jpg,1273,352
353,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000193.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000193.jpg,188,292
354,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\pa_60cm_2019_39075_m_3907508_nw_18_060_20191015_000180.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907508_nw_18_060_20191015_000187.jpg,1323,121
355,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908901_se_16_060_20190707_000402.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907514_ne_18_060_20191019_000418.jpg,347,140
356,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908901_se_16_060_20190707_000376.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907514_ne_18_060_20191019_000391.jpg,341,351
357,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908901_se_16_060_20190707_000401.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907514_ne_18_060_20191019_000417.jpg,346,659
358,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000263.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000263.jpg,199,44
359,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000389.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000389.jpg,228,656
360,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908901_se_16_060_20190707_000330.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907514_ne_18_060_20191019_000343.jpg,336,501
361,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908901_se_16_060_20190707_000329.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907514_ne_18_060_20191019_000342.jpg,335,276
362,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000243.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000243.jpg,196,272
363,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000216.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000216.jpg,189,428
364,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908901_se_16_060_20190707_000378.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907514_ne_18_060_20191019_000393.jpg,343,746
365,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000390.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000390.jpg,229,754
366,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000038.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000038.jpg,177,544
367,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000291.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000291.jpg,208,389
368,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_29089_m_2908901_se_16_060_20190707_000352.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907514_ne_18_060_20191019_000366.jpg,338,262
369,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000314.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000314.jpg,213,146
370,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000267.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000267.jpg,203,421
371,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\ca_60cm_2018_38122_m_3812262_se_10_060_20180723_000110.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907513_nw_18_060_20191019_000114.jpg,1262,335
372,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000340.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000340.jpg,219,135
373,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000337.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000337.jpg,216,849
374,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\pa_60cm_2019_39075_m_3907508_nw_18_060_20191015_000234.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907508_nw_18_060_20191015_000243.jpg,1332,729
375,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_27082_m_2708205_se_17_060_20191129_000285.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907507_sw_18_060_20191019_000285.jpg,204,378
376,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\ca_60cm_2018_38122_m_3812262_se_10_060_20180723_000086.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jackson/student_reviewed_images3/chips_positive\pa_60cm_2019_39075_m_3907513_nw_18_060_20191019_000089.jpg,1261,768
377,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\ca_60cm_2018_38122_m_3812264_se_10_060_20180715_000426.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jaewon/student_reviewed_images2/chips_positive\ok_60cm_2019_36096_m_3609659_sw_14_060_20190812_000443.jpg,1286,134
378,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\ca_60cm_2018_38122_m_3812264_se_10_060_20180715_000402.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jaewon/student_reviewed_images2/chips_positive\ok_60cm_2019_36096_m_3609659_sw_14_060_20190812_000418.jpg,1285,311
379,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\ca_60cm_2018_38122_m_3812264_se_10_060_20180715_000477.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jaewon/student_reviewed_images2/chips_positive\ok_60cm_2019_36096_m_3609659_sw_14_060_20190812_000496.jpg,1288,256
380,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\ca_60cm_2018_38122_m_3812264_se_10_060_20180715_000478.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jaewon/student_reviewed_images2/chips_positive\ok_60cm_2019_36096_m_3609659_sw_14_060_20190812_000497.jpg,1289,257
381,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\ca_60cm_2018_38122_m_3812264_se_10_060_20180715_000401.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jaewon/student_reviewed_images2/chips_positive\ok_60cm_2019_36096_m_3609659_sw_14_060_20190812_000417.jpg,1284,244
382,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\ca_60cm_2018_38122_m_3812264_se_10_060_20180715_000451.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jaewon/student_reviewed_images2/chips_positive\ok_60cm_2019_36096_m_3609659_sw_14_060_20190812_000469.jpg,1287,4
383,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_30081_m_3008136_se_17_060_20191119_000424.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jaewon/student_reviewed_images3/chips_positive\nj_60cm_2019_40074_m_4007423_sw_18_060_20190917_000441.jpg,631,57
384,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_30081_m_3008136_se_17_060_20191119_000417.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jaewon/student_reviewed_images3/chips_positive\nj_60cm_2019_40074_m_4007423_sw_18_060_20190917_000434.jpg,629,55
385,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\fl_60cm_2019_30081_m_3008136_se_17_060_20191119_000089.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jaewon/student_reviewed_images3/chips_positive\nj_60cm_2019_40074_m_4007423_sw_18_060_20190917_000092.jpg,622,48
386,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\ca_60cm_2018_33118_m_3311814_ne_11_060_20180723_000129.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Jaewon/student_reviewed_images3/chips_positive\nj_60cm_2019_40074_m_4007424_nw_18_060_20190830_000129.jpg,1086,70
